"metric","value"
"population_deviation_min",0.171627844515235
"population_deviation_max",0.329956568369805
"population_deviation_median",0.296052095966861
"compactness_min",0.89148773006135
"compactness_max",0.939800613496933
"compactness_median",0.923312883435583
"ruling_share_min",0.405563320490144
"ruling_share_max",0.519149262905562
"ruling_share_median",0.45155019146852
"optimal_plan_kakusa",1.33564014873438
"competitive_districts",5
"district_count_change",2
