"metric","value"
"population_deviation_min",0.0156006045881816
"population_deviation_max",0.199981639404461
"population_deviation_median",0.174684673165006
"compactness_min",0.791666666666667
"compactness_max",0.893518518518518
"compactness_median",0.861111111111111
"ruling_share_min",0.47378343484028
"ruling_share_max",0.541362872282129
"ruling_share_median",0.509865143356755
"optimal_plan_kakusa",1.02893898365439
"competitive_districts",4
"district_count_change",-1
