"metric","value"
"population_deviation_min",0.161307458232784
"population_deviation_max",0.199968465343005
"population_deviation_median",0.19082055076816
"compactness_min",0.913517118719431
"compactness_max",0.939084037349933
"compactness_median",0.929746554024011
"ruling_share_min",0.394173948735194
"ruling_share_max",0.496550433696862
"ruling_share_median",0.455604025638746
"optimal_plan_kakusa",1.3711289906838
"competitive_districts",10
"district_count_change",1
