"metric","value"
"population_deviation_min",0.0132172996493314
"population_deviation_max",0.219977973419458
"population_deviation_median",0.164214238900563
"compactness_min",0.786407766990291
"compactness_max",0.893203883495146
"compactness_median",0.868932038834952
"ruling_share_min",0.477153484669241
"ruling_share_max",0.553771700336072
"ruling_share_median",0.509784421988794
"optimal_plan_kakusa",1.01982813260829
"competitive_districts",4
"district_count_change",-1
